"Total_ARGs"	"blaZ"	"mecA"	"mecC"	"Category"	"Genome"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_020997495.1_ASM2099749v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_020997515.1_ASM2099751v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_021172825.1_ASM2117282v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_021172845.1_ASM2117284v1"
12	"100.00;100.00;100.00"	"0"	0	"MRSA"	"GCA_021172865.1_ASM2117286v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_021172885.1_ASM2117288v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_021172905.1_ASM2117290v1"
11	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_021172925.1_ASM2117292v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_021172945.1_ASM2117294v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_021249285.1_ASM2124928v1"
9	"0"	"0"	0	"MSSA"	"GCA_021390135.1_ASM2139013v1"
9	"0"	"0"	0	"MSSA"	"GCA_021491715.1_ASM2149171v1"
9	"0"	"0"	0	"MSSA"	"GCA_021491735.1_ASM2149173v1"
10	"0"	"0"	0	"MSSA"	"GCA_021491775.1_ASM2149177v1"
10	"0"	"0"	0	"MSSA"	"GCA_021491835.1_ASM2149183v1"
8	"0"	"0"	0	"MSSA"	"GCA_021491895.1_ASM2149189v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_021513355.1_ASM2151335v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_021725475.1_ASM2172547v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_021869805.1_ASM2186980v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022163365.1_ASM2216336v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022163485.1_ASM2216348v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_022221525.1_ASM2222152v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_022221545.1_ASM2222154v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_022221565.1_ASM2222156v1"
8	"0"	"0"	0	"MSSA"	"GCA_022226975.1_ASM2222697v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022226995.1_ASM2222699v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_022369535.1_ASM2236953v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_022369595.1_ASM2236959v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022369695.1_ASM2236969v1"
13	"100.00"	"0"	0	"MRSA"	"GCA_022385275.1_ASM2238527v1"
14	"100.00"	"0"	0	"MRSA"	"GCA_022404575.1_ASM2240457v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022404595.1_ASM2240459v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_022404615.1_ASM2240461v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022404635.1_ASM2240463v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022404655.1_ASM2240465v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022404675.1_ASM2240467v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022404695.1_ASM2240469v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022404715.1_ASM2240471v1"
8	"0"	"0"	0	"MSSA"	"GCA_022404735.1_ASM2240473v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022404755.1_ASM2240475v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022404775.1_ASM2240477v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405055.1_ASM2240505v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405075.1_ASM2240507v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_022405145.1_ASM2240514v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_022405185.1_ASM2240518v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405205.1_ASM2240520v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022405235.1_ASM2240523v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405255.1_ASM2240525v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405275.1_ASM2240527v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022405295.1_ASM2240529v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405315.1_ASM2240531v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022405335.1_ASM2240533v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_022405355.1_ASM2240535v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405375.1_ASM2240537v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405395.1_ASM2240539v1"
10	"0"	"0"	0	"MSSA"	"GCA_022405415.1_ASM2240541v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405435.1_ASM2240543v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405455.1_ASM2240545v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405475.1_ASM2240547v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405495.1_ASM2240549v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022405515.1_ASM2240551v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405535.1_ASM2240553v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405555.1_ASM2240555v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022405575.1_ASM2240557v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405595.1_ASM2240559v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405615.1_ASM2240561v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405655.1_ASM2240565v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405675.1_ASM2240567v1"
8	"0"	"0"	0	"MSSA"	"GCA_022405735.1_ASM2240573v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405755.1_ASM2240575v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405775.1_ASM2240577v1"
8	"0"	"0"	0	"MSSA"	"GCA_022405795.1_ASM2240579v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405815.1_ASM2240581v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405835.1_ASM2240583v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405855.1_ASM2240585v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_022405875.1_ASM2240587v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_022405895.1_ASM2240589v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405915.1_ASM2240591v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405935.1_ASM2240593v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405955.1_ASM2240595v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022405975.1_ASM2240597v1"
9	"0"	"0"	0	"MSSA"	"GCA_022405995.1_ASM2240599v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022406015.1_ASM2240601v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022406035.1_ASM2240603v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022406055.1_ASM2240605v1"
9	"0"	"0"	0	"MSSA"	"GCA_022406075.1_ASM2240607v1"
8	"0"	"0"	0	"MSSA"	"GCA_022406125.1_ASM2240612v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022406315.1_ASM2240631v1"
8	"0"	"0"	0	"MSSA"	"GCA_022406435.1_ASM2240643v1"
8	"0"	"0"	0	"MSSA"	"GCA_022406555.1_ASM2240655v1"
20	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_022406675.1_ASM2240667v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022406795.1_ASM2240679v1"
9	"0"	"0"	0	"MSSA"	"GCA_022493095.1_ASM2249309v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_022494545.1_ASM2249454v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_022494565.1_ASM2249456v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_022532145.1_ASM2253214v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_022682325.1_ASM2268232v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022691325.1_ASM2269132v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022691345.1_ASM2269134v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_022691365.1_ASM2269136v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_022691385.1_ASM2269138v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_022691405.1_ASM2269140v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_022691425.1_ASM2269142v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022693165.1_ASM2269316v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022693185.1_ASM2269318v1"
26	"100.00"	"0"	0	"MRSA"	"GCA_022693205.1_ASM2269320v1"
26	"100.00"	"0"	0	"MRSA"	"GCA_022693225.1_ASM2269322v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022693245.1_ASM2269324v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022693265.1_ASM2269326v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022693285.1_ASM2269328v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022693305.1_ASM2269330v1"
27	"100.00"	"100.00"	0	"MRSA"	"GCA_022693325.1_ASM2269332v1"
12	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_022699245.1_ASM2269924v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_022699265.1_ASM2269926v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_022699285.1_ASM2269928v1"
16	"0"	"100.00"	0	"MRSA"	"GCA_022809795.1_ASM2280979v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_022832755.1_ASM2283275v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022832775.1_ASM2283277v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_022832835.1_ASM2283283v1"
9	"0"	"0"	0	"MSSA"	"GCA_022869625.1_ASM2286962v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_022870005.1_ASM2287000v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_022870465.1_ASM2287046v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_022870625.1_ASM2287062v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_023170025.1_ASM2317002v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_023170045.1_ASM2317004v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_023223475.1_ASM2322347v1"
9	"0"	"0"	0	"MSSA"	"GCA_023278065.1_ASM2327806v1"
11	"0"	"100.00"	0	"MRSA"	"GCA_023373745.1_ASM2337374v1"
9	"0"	"0"	0	"MSSA"	"GCA_023571465.1_ASM2357146v1"
9	"0"	"0"	0	"MSSA"	"GCA_023657535.1_ASM2365753v1"
9	"0"	"0"	0	"MSSA"	"GCA_023657555.1_ASM2365755v1"
9	"0"	"0"	0	"MSSA"	"GCA_023657575.1_ASM2365757v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_023658665.1_ASM2365866v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_024172245.1_ASM2417224v1"
18	"0"	"100.00"	0	"MRSA"	"GCA_024205325.1_ASM2420532v1"
8	"100.00"	"0"	0	"MRSA"	"GCA_024220055.1_ASM2422005v1"
9	"0"	"0"	0	"MSSA"	"GCA_024296825.1_ASM2429682v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_024296845.1_ASM2429684v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_024363305.1_ASM2436330v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_024363325.1_ASM2436332v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_024363345.1_ASM2436334v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_024363365.1_ASM2436336v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_024363385.1_ASM2436338v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_024363445.1_ASM2436344v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_024363465.1_ASM2436346v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_024363485.1_ASM2436348v1"
11	"100.00"	"100.00;100.00"	0	"MRSA"	"GCA_024363505.1_ASM2436350v1"
8	"0"	"0"	0	"MSSA"	"GCA_024399355.1_ASM2439935v1"
9	"0"	"0"	0	"MSSA"	"GCA_024399375.1_ASM2439937v1"
9	"0"	"0"	0	"MSSA"	"GCA_024612055.1_ASM2461205v1"
8	"0"	"0"	0	"MSSA"	"GCA_024723375.2_ASM2472337v2"
9	"0"	"0"	0	"MSSA"	"GCA_024734775.1_ASM2473477v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741355.1_ASM2474135v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741375.1_ASM2474137v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741395.1_ASM2474139v1"
8	"0"	"0"	0	"MSSA"	"GCA_024741415.1_ASM2474141v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741435.1_ASM2474143v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741455.1_ASM2474145v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741475.1_ASM2474147v1"
8	"0"	"0"	0	"MSSA"	"GCA_024741495.1_ASM2474149v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741515.1_ASM2474151v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741535.1_ASM2474153v1"
8	"0"	"0"	0	"MSSA"	"GCA_024741555.1_ASM2474155v1"
8	"0"	"0"	0	"MSSA"	"GCA_024741575.1_ASM2474157v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741595.1_ASM2474159v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741615.1_ASM2474161v1"
8	"0"	"0"	0	"MSSA"	"GCA_024741635.1_ASM2474163v1"
8	"0"	"0"	0	"MSSA"	"GCA_024741655.1_ASM2474165v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741675.1_ASM2474167v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741695.1_ASM2474169v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741715.1_ASM2474171v1"
9	"0"	"0"	0	"MSSA"	"GCA_024741735.1_ASM2474173v1"
12	"99.88"	"100.00"	0	"MRSA"	"GCA_024741755.1_ASM2474175v1"
8	"0"	"0"	0	"MSSA"	"GCA_024741775.1_ASM2474177v1"
8	"0"	"0"	0	"MSSA"	"GCA_024805795.2_ASM2480579v2"
14	"0"	"100.00"	0	"MRSA"	"GCA_024925485.1_ASM2492548v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_024972975.1_ASM2497297v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_025152705.1_ASM2515270v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_025232045.1_ASM2523204v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_025259685.1_ASM2525968v1"
10	"100.00;100.00;100.00;100.00;100.00;100.00"	"100.00"	0	"MRSA"	"GCA_025398055.1_ASM2539805v1"
9	"0"	"0"	0	"MSSA"	"GCA_025558945.1_ASM2555894v1"
9	"0"	"0"	0	"MSSA"	"GCA_025558965.1_ASM2555896v1"
10	"0"	"0"	0	"MSSA"	"GCA_025559005.1_ASM2555900v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559045.1_ASM2555904v1"
10	"0"	"0"	0	"MSSA"	"GCA_025559085.1_ASM2555908v1"
10	"0"	"0"	0	"MSSA"	"GCA_025559125.1_ASM2555912v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559165.1_ASM2555916v1"
10	"0"	"0"	0	"MSSA"	"GCA_025559225.1_ASM2555922v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559265.1_ASM2555926v1"
10	"0"	"0"	0	"MSSA"	"GCA_025559325.1_ASM2555932v1"
8	"0"	"0"	0	"MSSA"	"GCA_025559405.1_ASM2555940v1"
8	"0"	"0"	0	"MSSA"	"GCA_025559465.1_ASM2555946v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559525.1_ASM2555952v1"
8	"0"	"0"	0	"MSSA"	"GCA_025559565.1_ASM2555956v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559585.1_ASM2555958v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559605.1_ASM2555960v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559625.1_ASM2555962v1"
8	"0"	"0"	0	"MSSA"	"GCA_025559645.1_ASM2555964v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559665.1_ASM2555966v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559685.1_ASM2555968v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559705.1_ASM2555970v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559725.1_ASM2555972v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559745.1_ASM2555974v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559765.1_ASM2555976v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559785.1_ASM2555978v1"
9	"0"	"0"	0	"MSSA"	"GCA_025559805.1_ASM2555980v1"
8	"0"	"0"	0	"MSSA"	"GCA_025560785.1_ASM2556078v1"
8	"0"	"0"	0	"MSSA"	"GCA_025560805.1_ASM2556080v1"
9	"0"	"0"	0	"MSSA"	"GCA_025560825.1_ASM2556082v1"
8	"0"	"0"	0	"MSSA"	"GCA_025561585.1_ASM2556158v1"
10	"0"	"0"	0	"MSSA"	"GCA_025561605.1_ASM2556160v1"
8	"0"	"0"	0	"MSSA"	"GCA_025561625.1_ASM2556162v1"
8	"0"	"0"	0	"MSSA"	"GCA_025561645.1_ASM2556164v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_025643635.1_ASM2564363v1"
9	"0"	"0"	0	"MSSA"	"GCA_026167725.1_ASM2616772v1"
9	"0"	"0"	0	"MSSA"	"GCA_026167765.1_ASM2616776v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_026546985.1_ASM2654698v1"
13	"0"	"100.00"	0	"MRSA"	"GCA_026547005.1_ASM2654700v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_026547035.1_ASM2654703v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_026547055.1_ASM2654705v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_026547075.1_ASM2654707v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_026547095.1_ASM2654709v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_026547145.1_ASM2654714v1"
20	"100.00"	"100.00"	0	"MRSA"	"GCA_026547185.1_ASM2654718v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_026625205.1_ASM2662520v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_026625225.1_ASM2662522v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_026625245.1_ASM2662524v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_026625265.1_ASM2662526v1"
19	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_026625285.1_ASM2662528v1"
20	"100.00"	"100.00"	0	"MRSA"	"GCA_026625305.1_ASM2662530v1"
12	"100.00;100.00;100.00"	"100.00"	0	"MRSA"	"GCA_026625325.1_ASM2662532v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_026625345.1_ASM2662534v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_026625365.1_ASM2662536v1"
15	"100.00;100.00;100.00"	"100.00"	0	"MRSA"	"GCA_026625385.1_ASM2662538v1"
18	"0"	"100.00"	0	"MRSA"	"GCA_026625405.1_ASM2662540v1"
12	"100.00;99.65"	"100.00"	0	"MRSA"	"GCA_026625425.1_ASM2662542v1"
15	"100.00;99.65"	"100.00"	0	"MRSA"	"GCA_026625445.1_ASM2662544v1"
13	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_026625465.1_ASM2662546v1"
11	"100.00"	"99.85"	0	"MRSA"	"GCA_026625485.1_ASM2662548v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_026625505.1_ASM2662550v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_026625525.1_ASM2662552v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_026625545.1_ASM2662554v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_026625925.1_ASM2662592v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_026636215.1_ASM2663621v1"
15	"99.88"	"100.00"	0	"MRSA"	"GCA_026636235.1_ASM2663623v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_027920385.1_ASM2792038v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_027942255.1_ASM2794225v1"
9	"0"	"100.00"	0	"MRSA"	"GCA_027942275.1_ASM2794227v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_027943905.1_ASM2794390v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_027943925.1_ASM2794392v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_028596045.1_ASM2859604v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_028596145.1_ASM2859614v1"
12	"100.00;100.00"	"0"	0	"MRSA"	"GCA_028596165.1_ASM2859616v1"
9	"0"	"0"	0	"MSSA"	"GCA_028596245.1_ASM2859624v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_028743615.1_ASM2874361v1"
9	"0"	"0"	0	"MSSA"	"GCA_029011215.1_ASM2901121v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_029094145.1_ASM2909414v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_029094305.1_ASM2909430v1"
21	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_029167685.1_ASM2916768v1"
20	"100.00;100.00"	"99.95"	0	"MRSA"	"GCA_029167705.1_ASM2916770v1"
19	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_029204095.1_ASM2920409v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_029204125.1_ASM2920412v1"
19	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_029204145.1_ASM2920414v1"
19	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_029204165.1_ASM2920416v1"
19	"100.00;99.88"	"100.00"	0	"MRSA"	"GCA_029278505.1_ASM2927850v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_029625375.1_ASM2962537v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_029634715.1_ASM2963471v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_029634735.1_ASM2963473v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_029634765.1_ASM2963476v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_029634785.1_ASM2963478v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_029634905.1_ASM2963490v1"
8	"0"	"0"	0	"MSSA"	"GCA_029635105.1_ASM2963510v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030014065.1_ASM3001406v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030014085.1_ASM3001408v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030015595.1_ASM3001559v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030063965.1_ASM3006396v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_030063985.1_ASM3006398v1"
9	"99.88"	"0"	0	"MRSA"	"GCA_030064005.1_ASM3006400v1"
10	"99.88"	"0"	0	"MRSA"	"GCA_030064025.1_ASM3006402v1"
10	"99.88"	"0"	0	"MRSA"	"GCA_030064045.1_ASM3006404v1"
8	"0"	"0"	0	"MSSA"	"GCA_030127225.1_ASM3012722v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_030168515.1_ASM3016851v1"
8	"0"	"0"	0	"MSSA"	"GCA_030219385.1_ASM3021938v1"
9	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030219405.1_ASM3021940v1"
8	"0"	"0"	0	"MSSA"	"GCA_030219425.1_ASM3021942v1"
8	"0"	"0"	0	"MSSA"	"GCA_030219445.1_ASM3021944v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_030252695.1_ASM3025269v1"
10	"99.88"	"0"	0	"MRSA"	"GCA_030252715.1_ASM3025271v1"
20	"100.00"	"99.95"	0	"MRSA"	"GCA_030252735.1_ASM3025273v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_030252755.1_ASM3025275v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030252775.1_ASM3025277v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030287585.1_ASM3028758v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030287605.1_ASM3028760v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030287625.1_ASM3028762v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030287645.1_ASM3028764v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030287665.1_ASM3028766v1"
9	"0"	"0"	0	"MSSA"	"GCA_030287685.1_ASM3028768v1"
8	"0"	"0"	0	"MSSA"	"GCA_030287705.1_ASM3028770v1"
8	"0"	"0"	0	"MSSA"	"GCA_030287725.1_ASM3028772v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_030287745.1_ASM3028774v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030287765.1_ASM3028776v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030287785.1_ASM3028778v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030287805.1_ASM3028780v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030287825.1_ASM3028782v1"
9	"0"	"0"	0	"MSSA"	"GCA_030287845.1_ASM3028784v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030287875.1_ASM3028787v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030287905.1_ASM3028790v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030287925.1_ASM3028792v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_030288055.1_ASM3028805v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030288075.1_ASM3028807v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030288095.1_ASM3028809v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288115.1_ASM3028811v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288135.1_ASM3028813v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_030288155.1_ASM3028815v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288175.1_ASM3028817v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030288195.1_ASM3028819v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288215.1_ASM3028821v1"
11	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_030288235.1_ASM3028823v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288255.1_ASM3028825v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_030288275.1_ASM3028827v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288295.1_ASM3028829v1"
15	"100.00"	"0"	0	"MRSA"	"GCA_030288315.1_ASM3028831v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288335.1_ASM3028833v1"
10	"99.88"	"0"	0	"MRSA"	"GCA_030288355.1_ASM3028835v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_030288375.1_ASM3028837v1"
10	"100.00;100.00"	"0"	0	"MRSA"	"GCA_030288395.1_ASM3028839v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288415.1_ASM3028841v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_030288435.1_ASM3028843v1"
